Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,299.6875263659685,303.81291234619596,297.5057760609004,300.24003997264106,300.9603800780984,1220375
2019-01-02,301.4967040592899,303.98541227174246,298.40897325400937,300.81817276148297,302.3018447002646,3603087
2019-01-03,301.3966756860326,304.19799804419284,300.6303533649877,300.2764980111701,303.2391080108617,2986314
2019-01-04,306.9607772961372,308.92647759372215,301.8462889665923,306.9486094352965,303.0729617380762,4691397
2019-01-07,305.1539180526322,304.7967046298827,302.4289141705012,304.03026935097375,303.8702679999852,4818362
2019-01-08,305.4116780838899,306.1409382225706,303.8046346908277,304.033225249005,303.80885279709696,1767522
2019-01-09,305.81028015133467,310.15399724965744,305.01677921911426,306.70131735731496,306.1990465951002,2005344
2019-01-10,310.2631088477636,312.2656128032698,305.1829767369864,309.5450978391379,307.6133373822568,2828881
2019-01-11,309.56713090885677,308.59312459443436,306.2908516448103,308.52503078012154,306.02724017318593,3442404
2019-01-14,308.9094699092509,312.1612361610299,307.77591902637596,309.8225114760917,309.5347011342542,2283596
2019-01-15,308.45939859935413,310.2452151512244,307.46050902027815,307.1069597667979,307.08442801028286,1049892
2019-01-16,308.1621665448217,308.6891420691695,306.49714525346826,306.36560126586596,305.31231605493497,3278745
2019-01-17,306.2862063933834,308.1137119986581,305.8557659469745,306.0878568087266,306.510769126454,1877933
2019-01-18,303.7705557008799,307.22147443066183,301.37757209838,304.38233128241063,304.9679472063707,3836432
2019-01-21,299.9051078410894,300.939548562719,299.98799410932173,298.4696442393427,301.7164124565863,1345535
2019-01-22,297.77137664016715,300.4250321083545,295.42760631541745,299.57661001361197,299.11814565229133,3377216
2019-01-23,296.6303561200154,298.320400558699,294.1396839610685,298.63900197025583,296.82450111248403,4948862
2019-01-24,296.0614023335818,301.2743692328032,295.4422174229052,299.35204168919836,299.70012787004697,4401944
2019-01-25,294.07591257279535,298.663476921833,292.65891026124143,295.76881598647725,294.7749235833497,4118113
2019-01-28,291.68872269894615,296.33478313109237,292.8273105150784,292.98527229517913,292.0094946737453,4934054
2019-01-29,297.93181552652663,297.0812266753399,294.1719995692374,294.387231812202,295.2468237883155,2865993
2019-01-30,295.82592062277695,298.12729887762487,293.1074299717502,296.310862580969,294.3188317523212,2207935
2019-01-31,297.62614753318564,298.0498428211477,292.44824726409956,297.0478965700641,295.2803212813895,1783059
2019-02-01,292.64335402946637,296.2446840232989,289.77948427594873,291.89198273456464,294.5566994241048,3222854
2019-02-04,291.0718615994365,295.4489453090205,290.7163200682418,291.50980059362894,292.28598842960974,1073527
2019-02-05,292.07100969787615,292.09506933242477,288.28292156827837,293.4017995935763,291.69422844096425,4292239
2019-02-06,289.5025018462022,292.4405347679058,289.24707172594714,291.2529369623198,291.4820982699555,1915108
2019-02-07,288.91850986540885,290.7031943248408,286.9953166538773,289.4685710494188,288.6897080582652,3847132
2019-02-08,289.85787900728513,291.4900084088338,285.41081275010583,289.49685628668976,288.13567846013177,1828667
2019-02-11,287.5753389789761,289.86171716511245,288.0025721560472,287.48115885148104,288.9747406693448,1683019
2019-02-12,287.9861248440703,288.73487942256753,284.61950876766383,285.9152880810372,287.9699835172517,3384272
2019-02-13,291.8131337630894,292.62416340730624,291.05118731838485,292.85681139906467,289.3705594197473,4381039
2019-02-14,289.79343435653556,293.67050474021937,289.56364364346433,292.4673649609494,290.79748997564946,3966227
2019-02-15,287.3153115945519,290.40611294878425,287.0047798893185,290.1100526933219,289.6665289454327,3820377
2019-02-18,291.8380492545893,293.6457991126767,288.392422006677,288.9100681855681,291.50728509592915,2418351
2019-02-19,288.1125173054508,289.891425152669,284.52956661737926,289.6482307812145,288.8258752204386,1723666
2019-02-20,286.9236979824049,288.96445560162283,286.0020400512062,288.4432191040045,287.9732956978267,4726713
2019-02-21,286.75116782130254,287.9067419225599,282.8465907477465,284.1412830458069,283.14578304701513,1594670
2019-02-22,280.3464526988121,283.25836375319744,278.8766303097631,282.3012358989281,281.82378024050394,1803083
2019-02-25,283.28919384199907,284.24012044496186,278.7069216427472,280.87446589745906,281.02407067603707,1180116
2019-02-26,285.92070178760935,286.7277616194433,283.89772149182653,285.01257228396526,285.77648072063835,1014633
2019-02-27,283.2854430657993,285.6585472775305,280.3986375599115,284.65846295648885,284.22940611302613,1079164
2019-02-28,282.6664235589079,284.32376870874594,283.7528975279044,282.84378647165175,283.36646278158656,1787001
2019-03-01,281.98075845067024,284.9909028810318,280.2376715759055,282.2481474920567,284.5604349774561,3550268
2019-03-04,279.75127530251604,284.3159690430229,279.41683570204003,279.27516931853637,280.5299690825747,1853941
2019-03-05,277.50266953949887,281.6654238846505,278.5697676644408,277.326495845664,278.3386223915061,1123425
2019-03-06,278.94585412031324,280.86312534820553,276.41778619468136,278.5284025510235,279.42507972309994,1774508
2019-03-07,278.5406203984948,282.82058182052515,277.7156268881841,281.6528459163286,281.76006180997905,2438242
2019-03-08,281.0163782977106,281.7746583409492,279.45488240501754,279.048682641061,281.67072245026617,1295182
2019-03-11,279.43939688979793,279.12594493079513,277.2343478412552,275.6486280542711,275.6404671640167,2228736
2019-03-12,279.35665849119965,281.10453660662887,275.70293285454073,278.3918585199234,278.36606893384175,2252825
2019-03-13,277.791490605267,277.7361044425556,273.72099974790024,278.6085955938872,278.38379250033205,3302690
2019-03-14,275.20178333487746,277.0881799560899,274.44390738794203,275.2837244140056,274.52278090006536,3562584
2019-03-15,277.6957047745793,278.3053978632762,276.3347903188895,276.59857902464364,276.11480443495117,1722153
2019-03-18,279.37028633005133,280.99019618478275,277.4918110906734,279.6475064643918,280.7921008946772,4612730
2019-03-19,280.8290142481986,285.0461556764058,280.93122986844196,280.22153226913366,279.2051676000494,4446010
2019-03-20,277.96908717315256,279.7162558529271,276.16429532827067,277.5526791305025,280.45715421749566,4077966
2019-03-21,280.3742377754512,280.9026248920117,275.5224576706886,279.7687349868957,278.722914084547,2994837
2019-03-22,279.2894863725818,280.20780650534533,277.138345923578,279.9929474290623,279.27743641265494,3298618
2019-03-25,280.2199280788243,285.3241442131802,280.02902647578765,281.76446202776384,279.46982416152076,4121541
2019-03-26,279.95412695935977,280.9363035747605,277.28395609806745,281.4498260718179,281.7606824797166,3569395
2019-03-27,279.7682906126387,281.7261756119694,277.89302350336953,280.81269495277115,279.55107120506926,4629774
2019-03-28,279.20925323677847,280.8506415938494,274.59537242031087,276.72262960722423,278.06216417971314,4332951
2019-03-29,276.44114592859523,278.3249061184594,272.98085323601754,274.916612594123,276.21589115169223,3994324
2019-04-01,278.2089596257033,278.8226545987137,273.99411815828677,275.63618061785246,277.9422583568896,2684038
2019-04-02,277.8883451659942,281.2303167800905,277.4499681354086,278.3636481619511,281.6681403435839,1311416
2019-04-03,279.36481585783804,281.29064937933043,278.0436355922563,280.40498285054514,279.8255596780654,1137980
2019-04-04,281.63264226744434,282.7643707135376,277.87548222119847,283.141666088833,281.30614386480073,3501212
2019-04-05,280.50730681829054,283.2518694658255,280.2660824114829,284.28146804644285,284.2453522169651,3935039
2019-04-08,280.17955103676815,283.0724569920236,278.7199401276259,281.6536866719858,281.70873914189013,2020669
2019-04-09,282.9042487052934,282.9372244370753,280.98113885514584,280.5994947062487,281.0556908379111,2641311
2019-04-10,283.4876013686528,286.0890092053258,282.43655938802766,283.36176392753254,283.44501952735106,1729887
2019-04-11,285.0087509933273,287.49453472141516,282.58107986958515,286.11891435366397,286.2377284733777,2387828
2019-04-12,286.85760526721384,291.8709471059445,287.25744418735684,288.3118236845849,287.4455241903215,3533434
2019-04-15,280.80579066954095,285.1718563732029,282.5189591815528,283.23044765502027,283.39918645642314,1226301
2019-04-16,283.36591841011403,284.70903044797575,281.98367530085676,285.5269609347347,284.28437825717947,4054660
2019-04-17,286.47870173583243,284.87754117160847,281.52043763879095,285.38831562712204,283.37092583537236,1824765
2019-04-18,285.18334046279244,287.78288489864275,281.88358653157246,285.31502502668485,284.38393844974235,1907651
2019-04-19,285.9990201456156,285.3498767295608,283.2536230670529,282.385569190171,282.4034458441342,2393749
2019-04-22,280.13699191483516,280.5538436834596,277.5194878323576,281.1756582861157,279.83894557861447,2350417
2019-04-23,278.1851767581647,282.1424103120562,279.42580905701624,281.14964299274305,279.9326917221093,2852642
2019-04-24,280.6522950623729,282.9550522196392,278.69312228727034,279.6049972763114,280.2046450029525,1911952
2019-04-25,283.23375453420107,286.01026447643596,282.7627781623675,283.9780342919342,284.41093389696516,4956721
2019-04-26,283.7571330903724,283.4493128708441,281.64186855517437,281.6363530147618,283.69140457759516,3508401
2019-04-29,279.1550478767645,280.8231602904854,279.9535417569947,282.59460181955734,281.84768984976023,1990391
2019-04-30,279.71216801454557,283.6192649442764,278.21237523828256,277.8928977562005,277.9144552577057,1055063
2019-05-01,280.1902023606385,282.593579884627,281.385406879381,281.90917907719444,280.3665227836465,4958081
2019-05-02,281.54621362874224,284.9516150733922,280.6563361574656,280.91352410938003,282.39393995823707,3640780
2019-05-03,282.1374178231991,284.01450899316274,279.1411597251891,282.03687033435654,282.9272776754231,1587069
2019-05-06,282.1185968973497,284.65455404819255,280.2813472400093,280.9180855135493,283.5543514800831,4947061
2019-05-07,281.9122326191537,283.6603090554253,280.8775430769585,281.3502125261641,283.7788175119779,4156366
2019-05-08,283.92387457391663,285.43035447469276,280.9893830273535,284.3234527038195,283.55880223467517,3004676
2019-05-09,282.7796503455057,285.33253640269254,282.3605565021997,284.60120307186924,282.65965486019655,3315138
2019-05-10,283.42660515403446,285.750921513133,280.26375200356074,281.1333964672781,282.16936276794996,2355044
2019-05-13,283.0706614281828,285.28925758811545,281.25415700459564,280.0792827568943,280.13180900582154,4496228
2019-05-14,280.3966315221734,278.9989159937727,278.290670060646,279.61120010357376,276.69956529713545,1221668
2019-05-15,280.31514687530796,279.7868477806777,276.87206993157844,279.1700114596225,280.95514492812885,3391938
2019-05-16,278.95127145763865,283.46858890977893,277.42557017509534,281.33678432417366,278.6524942173006,1515518
2019-05-17,280.4524096122777,282.64601170127065,276.1877367365537,278.28632901657085,278.659666402826,1549666
2019-05-20,278.9811090174028,282.7626718205003,276.99920181854094,279.8144080932734,277.5642127362563,4983027
2019-05-21,275.4186375252646,277.2104855736218,272.560790955461,275.3314716216877,278.11398604485555,4481558
2019-05-22,276.92215070925334,277.90900787598724,275.3638849979499,274.1857061061562,275.87761285130875,3402171
2019-05-23,273.0269407543454,277.677793736166,274.48120461937316,275.60695301912517,275.54138278699753,2166747
2019-05-24,274.8757287885946,275.9891283618408,273.09241737377135,273.6434192996878,274.9149883691051,2410781
2019-05-27,272.7920192552198,274.5787161601877,272.20500199538674,273.9654192301702,272.32859007232406,4884817
2019-05-28,274.3030170175831,273.8157906771152,271.58913066658323,272.9920614161347,274.2402403549023,1588665
2019-05-29,278.16399860159413,279.8582871399881,274.9442941870613,277.3184695382998,275.68178073168656,3881779
2019-05-30,279.45620950126084,278.88814469515313,277.69339790664003,277.4976252437564,276.6228286513592,1578979
2019-05-31,278.93751804854907,280.1918563044518,274.60695576049784,280.3271971757463,279.71582254024,4135392
2019-06-03,278.6976818273881,282.07227154868315,274.87328598174633,277.4109433153054,279.3090209137012,3059417
2019-06-04,272.6710132199925,276.0005463283195,273.21795512912144,273.58367401113685,273.8069758235784,4603247
2019-06-05,274.4250093946322,277.71058373350905,274.0426271859455,273.7695701421658,273.85861981794824,4599783
2019-06-06,273.0725137300016,275.22600014973045,273.7922894338572,274.73021405189473,274.60605546094774,3408359
2019-06-07,280.34805702658997,282.08816394380415,278.89054429668414,278.407612928759,277.39928597044457,1616070
2019-06-10,279.06248770539247,282.92162783989755,278.520464904946,280.6747597836588,277.97857736629385,2832760
2019-06-11,280.3376058236424,280.02426711030074,277.54244795214606,278.679436966274,278.44962194124184,3175495
2019-06-12,277.713962769808,279.58055093630725,278.5638813974249,281.13053409363926,278.5492029543976,3442367
2019-06-13,275.54908315634265,278.9442462626899,275.77735622604285,275.62381534674574,278.4335384622932,1922996
2019-06-14,280.36085427344017,279.8660626533949,275.53753938765215,280.1218115307881,278.6142561473752,3742839
2019-06-17,279.28776413055766,283.9929641852679,278.2621697908616,282.627368860316,279.7655120747636,3652797
2019-06-18,280.86651759171014,286.23968533604335,278.7855680124611,281.256488434242,282.5985445238212,4610782
2019-06-19,278.81114967199915,282.4987996618947,280.1924895509272,282.63602361145666,282.2252959165505,2867322
2019-06-20,285.39430998612977,284.60315096155364,282.03974649360157,283.3798378345939,282.53370320828185,3539065
2019-06-21,281.7146357051833,282.50221554337367,278.54567505421784,282.54746270111133,279.0787472385184,1594571
2019-06-24,281.35132208895607,284.83210772634783,281.63128420739287,282.645596629468,281.3639353983465,3156719
2019-06-25,285.50537003171837,286.3554443528892,286.3024779320559,285.52557518606193,287.3098350048277,3406302
2019-06-26,283.7369679752898,286.6959710142452,281.6564177211187,283.0913651559748,284.54091723508554,3026091
2019-06-27,284.3041737218256,285.6587263366504,280.6382815298951,282.42049978200123,284.4727330753982,3334930
2019-06-28,284.0503447715578,285.95561531485987,281.76170708727767,281.7769319643268,285.24323091771305,2190334
2019-07-01,281.1386932905136,283.3659993389672,280.43933471491556,280.97338288441705,283.56856092605017,4731622
2019-07-02,277.9930214982478,282.152795050424,277.6348121545431,277.7152259182974,279.7117964722865,2329611
2019-07-03,277.8272927053771,279.7992760518506,279.33768992714397,279.1254842814897,279.407076458733,4591059
2019-07-04,277.95031355787665,278.1061840249385,275.96761625420146,278.49141618410164,275.4693790244644,3723172
2019-07-05,279.3137781892286,281.76616772695957,277.54795851875247,276.82182175720703,280.1935754555978,1716079
2019-07-08,275.4776247851741,279.37233167478036,276.0237423154686,274.9387208045634,275.95136356217427,2012968
2019-07-09,277.60108772603274,279.5722900979545,275.69042614635174,280.09102367997843,278.1262207375766,4087686
2019-07-10,276.2794879671424,278.9443063387159,275.55336239706804,276.73953322510897,278.6176367188225,1954227
2019-07-11,279.17811840420546,278.164304196798,274.3920531278789,275.6971184172613,276.44383142120716,3913461
2019-07-12,278.1154918094743,280.0169380117125,277.67225772650016,277.60110701238693,279.2768257832888,1249465
2019-07-15,277.54887665804927,277.4622231478163,274.8993955487207,278.1669096502038,276.8190556980751,3321741
2019-07-16,277.425558211322,277.17700911887636,275.9792079603181,278.21278894700976,276.70982321951647,3635466
2019-07-17,279.06894800308146,281.37695151085717,279.15332676060814,278.95744769389023,280.88566390665005,2331142
2019-07-18,275.1489720241296,279.257156874492,275.61009642558105,276.94950604465697,275.38609122156913,1295625
2019-07-19,275.18103636504964,279.12241759128176,273.5054345112261,276.84459338708416,276.490021058883,1633672
2019-07-22,277.67530815306435,279.9067429553012,274.5050730601738,277.92375333483915,277.3660247952728,4398499
2019-07-23,279.87743714701463,279.10349873860844,276.5911865205216,279.50958663431453,279.4334009075327,1058031
2019-07-24,276.88061761687186,280.11096344341445,274.4046411112402,276.81993666294727,277.4408880047297,2974601
2019-07-25,273.7852959095354,277.01805471191085,269.97435024191424,272.728492850688,273.2433165080518,2918135
2019-07-26,272.8757754014991,277.92833178175516,274.41703071665785,272.8639961908238,275.2921582841589,3451550
2019-07-29,277.1758949646165,278.593875074406,274.1795366012873,275.1242069821994,273.904383666513,3081552
2019-07-30,276.997782321549,279.53376758746174,274.4031741406479,277.36682109369355,277.5335179571006,3689672
2019-07-31,275.6671101207285,278.67283783837945,273.3661187250735,276.773811007999,276.02805719960867,2715948
2019-08-01,277.05565384820306,275.93690060223815,271.1657140501198,276.4653366975753,276.05385821867344,1342368
2019-08-02,276.0078062836349,278.0674143564998,274.637597866061,277.56677729693456,273.68164425261836,3513825
2019-08-05,276.516115504516,279.15795084635874,272.68919553513865,274.8408896882401,275.0071734433062,3560940
2019-08-06,275.7500147533524,277.7093916090504,271.4352309939071,275.52483259220224,274.7060522129286,1760791
2019-08-07,279.73635021028434,280.57506715459135,277.59064146735676,279.1864453527239,280.0022809288532,2864968
2019-08-08,280.0628513290734,279.7107717770817,277.83960657895045,281.3567586891805,279.54595749955007,4116678
2019-08-09,275.56671289080685,278.5387816590626,275.415638428172,278.99673284115323,278.7738118345176,3184847
2019-08-12,277.7205071465877,282.0505035564631,274.4545544485035,279.11415156950625,278.3026247089409,2178642
2019-08-13,278.1304083434593,278.7558694211848,275.6945061766395,275.3925329500839,276.37987016909887,2187558
